"","Date","Close","AA","AAPL","AXP","BA","BAC","C","CAT","CSCO","CVX","DD","DIS","DWDP","GE","GM","GS","HD","HPE","IBM","INTC","JNJ","JPM","KO","KRFT","MCD","MMM","MRK","MSFT","NKE","PFE","PG","T","TRV","UNH","UTX","V","VZ","WBA","WMT","XOM","v.INDU","v.DIA","v.Divisor","AA.1","AAPL.1","AXP.1","BA.1","BAC.1","C.1","CAT.1","CSCO.1","CVX.1","DD.1","DIS.1","DWDP.1","GE.1","GM.1","GS.1","HD.1","HPE.1","IBM.1","INTC.1","JNJ.1","JPM.1","KO.1","KRFT.1","MCD.1","MMM.1","MRK.1","MSFT.1","NKE.1","PFE.1","PG.1","T.1","TRV.1","UNH.1","UTX.1","V.1","VZ.1","WBA.1","WMT.1","XOM.1","v.posrows"
"324",2010-07-12,108.029999,NA,257.285,42.83,64.34,15.21,4.11,64.28,22.86,71.85,36.52,33.77,25.75,14.93,NA,137.25,28.31,NA,128.67,20.57,60.21,39.19,52.45,NA,69.94,82.26,36.09,24.83,69.81,14.93,62.09,24.84,51.12,30.04,66.68,76.51,26.49,28.14,50.12,58.94,10216.27,101.99,0.14748072,0,0,42.83,64.34,15.21,0,64.28,22.86,71.85,36.52,33.77,0,14.93,0,0,28.31,0,128.67,20.57,60.21,39.19,52.45,0,69.94,82.26,36.09,24.83,0,14.93,62.09,24.84,51.12,0,66.68,0,26.49,0,50.12,58.94,27
"325",2010-07-13,109.660004,NA,251.798,44.17,64.43,15.67,4.3,66.79,23.09,73.23,37.31,34.45,26.71,15.21,NA,140.25,28.64,NA,130.48,21.01,60.5,40.48,52.72,NA,70.84,83.55,36.45,25.13,70.47,14.79,62.39,24.95,51.2,30.14,67.76,76.59,26.89,29.11,50.54,59.42,10363.02,103.47,0.14748072,0,0,44.17,64.43,15.67,0,66.79,23.09,73.23,37.31,34.45,0,15.21,0,0,28.64,0,130.48,21.01,60.5,40.48,52.72,0,70.84,83.55,36.45,25.13,0,14.79,62.39,24.95,51.2,0,67.76,0,26.89,0,50.54,59.42,27
"326",2010-07-14,109.650002,NA,252.727,43.7,64.75,15.67,4.21,66.7,23.74,73.05,37.09,34.24,27,15.2,NA,139.06,28.28,NA,130.72,21.36,60.62,40.35,52.82,NA,70.9,83.05,36.2,25.44,70.54,14.84,62.66,24.96,51.39,30.32,68.01,76.28,26.84,29.62,50.35,59.26,10366.72,103.49,0.14748072,0,0,43.7,64.75,15.67,0,66.7,23.74,73.05,37.09,34.24,0,15.2,0,0,28.28,0,130.72,21.36,60.62,40.35,52.82,0,70.9,83.05,36.2,25.44,0,14.84,62.66,24.96,51.39,0,68.01,0,26.84,0,50.35,59.26,27
"327",2010-07-15,109.68,NA,251.45,43.43,64.37,15.39,4.16,66.51,23.92,73.04,37.17,34.05,26.63,15.25,NA,145.22,28.34,NA,130.72,21.51,60.26,40.46,52.85,NA,71.33,83.06,36.49,25.51,70.65,14.87,62.73,25,50.3,30.88,68.15,75.28,26.8,29.72,50.41,59.27,10359.31,103.44,0.14748072,0,0,43.43,64.37,15.39,0,66.51,23.92,73.04,37.17,34.05,0,15.25,0,0,28.34,0,130.72,21.51,60.26,40.46,52.85,0,71.33,83.06,36.49,25.51,0,14.87,62.73,25,50.3,0,68.15,0,26.8,0,50.41,59.27,27
"328",2010-07-16,106.660004,NA,249.9,41.38,61.9,13.98,3.9,63.94,22.75,71.5,35.98,33.03,25.17,14.55,NA,146.17,27.11,NA,128.03,21.02,59.44,39,52.37,NA,69.94,80.95,35.91,24.89,68.96,14.56,61.99,24.69,49.62,30.34,66.03,71.45,26.69,29.21,49.67,57.96,10097.9,100.75,0.14748072,0,0,41.38,61.9,13.98,0,63.94,22.75,71.5,35.98,33.03,0,14.55,0,0,27.11,0,128.03,21.02,59.44,39,52.37,0,69.94,80.95,35.91,24.89,0,14.56,61.99,24.69,49.62,0,66.03,0,26.69,0,49.67,57.96,27
"329",2010-07-19,107.290001,NA,245.58,41.58,63.18,13.61,3.98,64.8,22.73,72,36.05,33.31,25.13,14.62,NA,145.68,27.07,NA,129.79,21.59,59.57,39.04,52.27,NA,69.91,81.22,35.8,25.23,68.61,14.73,61.86,24.88,49.71,30.82,66.39,71.22,26.72,29.23,49.52,58.43,10154.43,101.36,0.14748072,0,0,41.58,63.18,13.61,0,64.8,22.73,72,36.05,33.31,0,14.62,0,0,27.07,0,129.79,21.59,59.57,39.04,52.27,0,69.91,81.22,35.8,25.23,0,14.73,61.86,24.88,49.71,0,66.39,0,26.72,0,49.52,58.43,27
"330",2010-07-20,108.480003,NA,251.89,42.06,63.88,13.77,3.99,66.43,23.05,73.1,36.81,33.4,25.58,14.94,NA,148.91,27.93,NA,126.55,21.65,58.58,39.63,53.24,NA,70.87,82.19,35.66,25.48,69.84,14.55,62.07,24.79,50.35,30.83,67.54,73.6,26.67,29.52,50.88,58.95,10229.96,102.07,0.14748072,0,0,42.06,63.88,13.77,0,66.43,23.05,73.1,36.81,33.4,0,14.94,0,0,27.93,0,126.55,21.65,58.58,39.63,53.24,0,70.87,82.19,35.66,25.48,0,14.55,62.07,24.79,50.35,0,67.54,0,26.67,0,50.88,58.95,27
"331",2010-07-21,107.07,NA,254.24,41.15,63.18,13.36,3.94,66.87,22.56,72.17,36.56,32.81,25.52,14.84,NA,146.99,27.47,NA,125.27,21.26,57.12,38.42,54.08,NA,70.11,82.3,35.19,25.12,69.65,14.5,61.11,24.92,49.87,30.7,67.03,72.36,26.52,28.86,50.35,58.17,10120.53,100.97,0.14748072,0,0,41.15,63.18,13.36,0,66.87,22.56,72.17,36.56,32.81,0,14.84,0,0,27.47,0,125.27,21.26,57.12,38.42,54.08,0,70.11,82.3,35.19,25.12,0,14.5,61.11,24.92,49.87,0,67.03,0,26.52,0,50.35,58.17,27
"332",2010-07-22,109.459999,NA,259.024,43.19,66.6,13.66,4.09,68,23.27,73.44,37.73,33.59,26.64,15.21,NA,146.55,28.22,NA,127.47,21.78,57.02,39.35,54.26,NA,71.4,84.75,35.18,25.84,71.56,14.81,61.37,25.51,49.29,31,69.53,74.46,27,29.41,50.86,59.38,10322.3,102.99,0.14748072,0,0,43.19,66.6,13.66,0,68,23.27,73.44,37.73,33.59,0,15.21,0,0,28.22,0,127.47,21.78,57.02,39.35,54.26,0,71.4,84.75,35.18,25.84,0,14.81,61.37,25.51,49.29,0,69.53,0,27,0,50.86,59.38,27
"333",2010-07-23,110.410004,NA,259.94,44.79,67.93,13.74,4.02,69.31,23.35,73.52,38.34,34.13,26.93,15.71,NA,147.38,28.25,NA,128.38,21.69,57.63,39.83,54.75,NA,69.9,86.17,34.87,25.81,72.74,14.58,61.91,25.54,50.14,30.92,70.9,75.59,28.02,30.14,51.67,59.72,10424.6,104.01,0.14748072,0,0,44.79,67.93,13.74,0,69.31,23.35,73.52,38.34,34.13,0,15.71,0,0,28.25,0,128.38,21.69,57.63,39.83,54.75,0,69.9,86.17,34.87,25.81,0,14.58,61.91,25.54,50.14,0,70.9,0,28.02,0,51.67,59.72,27
"334",2010-07-26,111.559998,NA,259.28,45.43,68.85,14.15,4.15,69.99,23.61,74.62,38.99,34.4,27.25,16.14,NA,148.2,28.99,NA,128.41,21.71,57.74,40.33,54.94,NA,70.87,87.32,35.27,26.1,73.22,15.02,62.52,25.96,50.45,31.47,71.59,76.08,28.28,29.88,51.13,60.39,10525.43,105,0.14748072,0,0,45.43,68.85,14.15,0,69.99,23.61,74.62,38.99,34.4,0,16.14,0,0,28.99,0,128.41,21.71,57.74,40.33,54.94,0,70.87,87.32,35.27,26.1,0,15.02,62.52,25.96,50.45,0,71.59,0,28.28,0,51.13,60.39,27
"335",2010-07-27,111.550003,NA,264.08,44.55,68.62,14.19,4.16,69.18,23.3,75.3,40.38,34.28,27.35,16.18,NA,147.23,28.58,NA,128.63,21.58,58.1,40.69,55.05,NA,70.4,86.8,35.18,26.16,73.68,15.27,63.08,26.15,50.58,30.78,71.09,76.61,28.59,29.09,50.96,60.81,10537.69,105.18,0.14748072,0,0,44.55,68.62,14.19,0,69.18,23.3,75.3,40.38,34.28,0,16.18,0,0,28.58,0,128.63,21.58,58.1,40.69,55.05,0,70.4,86.8,35.18,26.16,0,15.27,63.08,26.15,50.58,0,71.09,0,28.59,0,50.96,60.81,27
"336",2010-07-28,110.830002,NA,260.96,44.58,67.32,13.99,4.09,69.72,23.39,75.56,40.27,34.04,27.08,16.05,NA,147.2,28.08,NA,128.43,21.33,57.83,40.32,54.88,NA,69.77,86.69,34.74,25.95,73.11,15,62.7,26.2,50.29,30.33,71.11,75.18,28.91,28.92,51.13,60.91,10497.88,104.83,0.14748072,0,0,44.58,67.32,13.99,0,69.72,23.39,75.56,40.27,34.04,0,16.05,0,0,28.08,0,128.43,21.33,57.83,40.32,54.88,0,69.77,86.69,34.74,25.95,0,15,62.7,26.2,50.29,0,71.11,0,28.91,0,51.13,60.91,27
"337",2010-07-29,110.290001,NA,258.11,44.56,67.22,14.03,4.12,69.4,23.21,76.02,40.51,33.71,27.27,16.15,NA,152.58,28.05,NA,128.02,21.03,57.83,40.21,54.99,NA,69.38,86.34,35.06,26.03,73.53,15.09,61.67,26.02,50.52,30.44,71.15,71.98,28.88,28.32,51.06,60.34,10467.16,104.41,0.14748072,0,0,44.56,67.22,14.03,0,69.4,23.21,76.02,40.51,33.71,0,16.15,0,0,28.05,0,128.02,21.03,57.83,40.21,54.99,0,69.38,86.34,35.06,26.03,0,15.09,61.67,26.02,50.52,0,71.15,0,28.88,0,51.06,60.34,27
"338",2010-07-30,110.269997,NA,257.25,44.64,68.14,14.04,4.1,69.75,23.07,76.21,40.67,33.69,27.33,16.12,NA,150.82,28.51,NA,128.4,20.6,58.09,40.28,55.11,NA,69.73,85.54,34.46,25.81,73.64,15,61.16,25.94,50.45,30.45,71.1,73.35,29.06,28.55,51.19,59.68,10465.94,104.44,0.14748072,0,0,44.64,68.14,14.04,0,69.75,23.07,76.21,40.67,33.69,0,16.12,0,0,28.51,0,128.4,20.6,58.09,40.28,55.11,0,69.73,85.54,34.46,25.81,0,15,61.16,25.94,50.45,0,71.1,0,29.06,0,51.19,59.68,27
"339",2010-08-02,112.760002,NA,261.85,44.99,69.69,14.44,4.19,71.05,23.8,77.8,41.62,34.48,28.33,16.41,NA,152.74,29.12,NA,130.76,21.15,58.72,41.64,56.41,NA,70.25,87.41,35.07,26.33,74.32,15.48,62.06,26.59,50.85,31.44,72.61,72.23,29.56,29.13,51.41,61.94,10674.38,106.47,0.14748072,0,0,44.99,69.69,14.44,0,71.05,23.8,77.8,41.62,34.48,0,16.41,0,0,29.12,0,130.76,21.15,58.72,41.64,56.41,0,70.25,87.41,35.07,26.33,0,15.48,62.06,26.59,50.85,0,72.61,0,29.56,0,51.41,61.94,27
"340",2010-08-03,112.220001,NA,261.93,44.6,69.54,14.34,4.13,70.37,23.82,78.66,41.43,34.21,25.5,16.4,NA,153.19,28.45,NA,130.37,20.87,59.35,41.08,56.38,NA,70.45,87.21,34.82,26.16,73.1,16.34,59.94,26.69,50.12,32.42,72.03,73,29.54,28.82,51.29,62.72,10636.38,106.13,0.14748072,0,0,44.6,69.54,14.34,0,70.37,23.82,78.66,41.43,34.21,0,16.4,0,0,28.45,0,130.37,20.87,59.35,41.08,56.38,0,70.45,87.21,34.82,26.16,0,16.34,59.94,26.69,50.12,0,72.03,0,29.54,0,51.29,62.72,27
